/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_131.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_132.jpeg,갓
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_133.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_134.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_135.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_136.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_137.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_138.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_139.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_140.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_141.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_142.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_143.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_144.jpeg,갔
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_145.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_146.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_147.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_148.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_149.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_150.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_151.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_152.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_153.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_154.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_155.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_156.jpeg,강
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_157.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_158.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_159.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_160.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_161.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_162.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_163.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_164.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_165.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_166.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_167.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_168.jpeg,갖
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_169.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_170.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_171.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_172.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_173.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_174.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_175.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_176.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_177.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_178.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_179.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_180.jpeg,갗
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_181.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_182.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_183.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_184.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_185.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_186.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_187.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_188.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_189.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_190.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_191.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_192.jpeg,같
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_193.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_194.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_195.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_196.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_197.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_198.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_199.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_200.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_201.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_202.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_203.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_204.jpeg,갚
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_205.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_206.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_207.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_208.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_209.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_210.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_211.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_212.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_213.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_214.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_215.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_216.jpeg,갛
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_217.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_218.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_219.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_220.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_221.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_222.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_223.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_224.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_225.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_226.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_227.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_228.jpeg,개
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_229.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_230.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_231.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_232.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_233.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_234.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_235.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_236.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_237.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_238.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_239.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_240.jpeg,객
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_241.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_242.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_243.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_244.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_245.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_246.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_247.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_248.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_249.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_250.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_251.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_252.jpeg,갠
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_253.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_254.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_255.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_256.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_257.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_258.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_259.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_260.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_261.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_262.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_263.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_264.jpeg,갤
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_265.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_266.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_267.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_268.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_269.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_270.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_271.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_272.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_273.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_274.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_275.jpeg,갬
/home/zahid/Desktop/Hangul Recognition/Scripts/../image-data/hangul-images/hangul_276.jpeg,갬
